sim.id,model,name,LH,aicc,delta.aicc,w,tau0,gamma,lamb0,mu0,alpha,beta,eps
4084,1,Equilibrium constant rate,4957.28649,-9912.571175,602.9469277,0,0.08405,NA,NA,NA,NA,NA,NA
4084,2,Equilibrium variable rate,5126.226755,-10248.44809,267.070011,0,0.057761519,0.015710291,NA,NA,NA,NA,NA
4084,3,Birth-death constant rates (coalescent approx),5126.226894,-10248.44837,267.0697326,0,NA,NA,0.05775589,0.042037444,NA,NA,NA
4084,4a,Birth-death varying speciation constant extinction (coalescent approx),5260.764472,-10515.5181,0,0.99,NA,NA,0.059476129,0.059476127,0.005234552,NA,NA
4084,4b,Birth-death constant speciation varying extinction (coalescent approx),5248.912448,-10491.81406,23.70404756,0,NA,NA,0.065795631,0.065795628,NA,-0.007295355,NA
4084,4c,Birth-death constant extinction fraction (coalescent approx),5157.362437,-10308.71403,206.8040683,0,NA,NA,0.055241213,NA,0.009516838,NA,0.894527115
4084,4d,Birth-death varying speciation and extinction (coalescent approx),5256.783027,-10505.54798,9.970123409,0.01,NA,NA,0.058453382,0.058453381,0.007372006,0.00328491,NA
4084,5,Pure birth constant speciation (coalescent approx),4924.192561,-9846.383317,669.1347864,0,NA,NA,0.029992188,NA,NA,NA,NA
4084,6,Pure birth varying speciation (coalescent approx),4997.545993,-9991.086569,524.4315338,0,NA,NA,0.040632396,NA,-0.008364041,NA,NA
4084-30000,1,Equilibrium constant rate,3091.407822,-6180.813765,2502.454386,0,0.03993,NA,NA,NA,NA,NA,NA
4084-30000,2,Equilibrium variable rate,3999.201667,-7994.397693,688.8704575,0,0.009952844,0.043604829,NA,NA,NA,NA,NA
4084-30000,3,Birth-death constant rates (coalescent approx),3786.234101,-7568.462559,1114.805591,0,NA,NA,0.02352117,1.60E-08,NA,NA,NA
4084-30000,4a,Birth-death varying speciation constant extinction (coalescent approx),4321.020829,-8636.03037,47.23778098,0,NA,NA,0.009056238,0.009056237,0.029593179,NA,NA
4084-30000,4b,Birth-death constant speciation varying extinction (coalescent approx),3786.234253,-7566.457217,1116.810934,0,NA,NA,0.023522011,5.23E-09,NA,-0.006238405,NA
4084-30000,4c,Birth-death constant extinction fraction (coalescent approx),4243.142503,-8480.273717,202.9944337,0,NA,NA,0.009148781,NA,0.028038782,NA,0.238267044
4084-30000,4d,Birth-death varying speciation and extinction (coalescent approx),4345.643487,-8683.26815,0,1,NA,NA,0.012702802,0.012702801,0.025700114,0.007072517,NA
4084-30000,5,Pure birth constant speciation (coalescent approx),3786.234283,-7570.466686,1112.801465,0,NA,NA,0.023521484,NA,NA,NA,NA
4084-30000,6,Pure birth varying speciation (coalescent approx),4239.782834,-8475.560026,207.7081241,0,NA,NA,0.008930424,NA,0.025450797,NA,NA
3465,1,Equilibrium constant rate,40600.92983,-81199.85924,6194.552586,0,0.111374473,NA,NA,NA,NA,NA,NA
3465,2,Equilibrium variable rate,43696.02482,-87388.04841,6.363423785,0.03,0.068532374,0.066315627,NA,NA,NA,NA,NA
3465,3,Birth-death constant rates (coalescent approx),43696.02558,-87388.04992,6.36190908,0.03,NA,NA,0.068550396,0.002252813,NA,NA,NA
3465,4a,Birth-death varying speciation constant extinction (coalescent approx),43696.03051,-87386.05854,8.353286687,0.01,NA,NA,0.068627172,0.002504314,5.32E-05,NA,NA
3465,4b,Birth-death constant speciation varying extinction (coalescent approx),43696.02881,-87386.05516,8.356674067,0.01,NA,NA,0.068586442,0.002360952,NA,-0.000762027,NA
3465,4c,Birth-death constant extinction fraction (coalescent approx),43695.99512,-87385.98777,8.424061966,0.01,NA,NA,0.068345984,NA,-8.75E-05,NA,0.025055636
3465,4d,Birth-death varying speciation and extinction (coalescent approx),43701.20797,-87394.41183,0,0.84,NA,NA,0.069545102,0.06953804,-0.00090386,-1.767756974,NA
3465,5,Pure birth constant speciation (coalescent approx),43694.91508,-87387.82975,6.582077992,0.03,NA,NA,0.0671875,NA,NA,NA,NA
3465,6,Pure birth varying speciation (coalescent approx),43695.70455,-87387.40787,7.003964391,0.03,NA,NA,0.067780967,NA,-0.0004228,NA,NA
3466,1,Equilibrium constant rate,38362.06624,-76722.13208,6411.436206,0,0.072428594,NA,NA,NA,NA,NA,NA
3466,2,Equilibrium variable rate,41568.78358,-83133.56598,0.002302204,0.26,0.045966287,0.04347624,NA,NA,NA,NA,NA
3466,3,Birth-death constant rates (coalescent approx),41568.78474,-83133.56828,0,0.26,NA,NA,0.045961411,0.002472037,NA,NA,NA
3466,4a,Birth-death varying speciation constant extinction (coalescent approx),41569.10735,-83132.21233,1.355957616,0.13,NA,NA,0.046345398,0.003980379,0.000366144,NA,NA
3466,4b,Birth-death constant speciation varying extinction (coalescent approx),41569.16761,-83132.33284,1.235442303,0.14,NA,NA,0.046476442,0.004089092,NA,-0.007672799,NA
3466,4c,Birth-death constant extinction fraction (coalescent approx),41567.8288,-83129.65521,3.913070067,0.04,NA,NA,0.045215352,NA,-0.000299336,NA,0.011958632
3466,4d,Birth-death varying speciation and extinction (coalescent approx),41569.48461,-83130.96526,2.603025377,0.07,NA,NA,0.046784935,0.004942685,-0.000308064,-0.019610539,NA
3466,5,Pure birth constant speciation (coalescent approx),41565.73753,-83129.47466,4.093626127,0.03,NA,NA,0.04446875,NA,NA,NA,NA
3466,6,Pure birth varying speciation (coalescent approx),41567.40028,-83130.79937,2.768914021,0.07,NA,NA,0.045042112,NA,-0.000409273,NA,NA
3467,1,Equilibrium constant rate,39776.89359,-79551.78679,6506.016421,0,0.08373251,NA,NA,NA,NA,NA,NA
3467,2,Equilibrium variable rate,43024.77162,-86045.54205,12.26116562,0,0.052217488,0.051730149,NA,NA,NA,NA,NA
3467,3,Birth-death constant rates (coalescent approx),43024.77383,-86045.54647,12.25674062,0,NA,NA,0.052169927,0.000403629,NA,NA,NA
3467,4a,Birth-death varying speciation constant extinction (coalescent approx),43030.62898,-86055.25559,2.54762299,0.21,NA,NA,0.054126573,0.008257872,0.001928785,NA,NA
3467,4b,Birth-death constant speciation varying extinction (coalescent approx),43031.9028,-86057.80321,0,0.73,NA,NA,0.054664019,0.05466074,NA,-0.385579624,NA
3467,4c,Birth-death constant extinction fraction (coalescent approx),43026.35596,-86046.70953,11.09367745,0,NA,NA,0.051713642,NA,0.000523613,NA,0.015954871
3467,4d,Birth-death varying speciation and extinction (coalescent approx),43030.15022,-86052.29647,5.506742141,0.05,NA,NA,0.054544423,0.008863922,0.000666386,-0.01951238,NA
3467,5,Pure birth constant speciation (coalescent approx),43024.71491,-86047.42942,10.37379561,0,NA,NA,0.051929688,NA,NA,NA,NA
3467,6,Pure birth varying speciation (coalescent approx),43025.41174,-86046.82228,10.98092752,0,NA,NA,0.0514798,NA,0.000336111,NA,NA
3468,1,Equilibrium constant rate,39051.23575,-78100.47111,6579.490572,0,0.080110068,NA,NA,NA,NA,NA,NA
3468,2,Equilibrium variable rate,42341.01435,-84678.02751,1.934166414,0.13,0.049427018,0.04969745,NA,NA,NA,NA,NA
3468,3,Birth-death constant rates (coalescent approx),42340.98092,-84677.96064,2.001040654,0.13,NA,NA,0.049593811,4.98E-07,NA,NA,NA
3468,4a,Birth-death varying speciation constant extinction (coalescent approx),42341.52334,-84677.04429,2.91738379,0.08,NA,NA,0.049979595,0.002010686,0.000588038,NA,NA
3468,4b,Birth-death constant speciation varying extinction (coalescent approx),42341.00711,-84676.01183,3.949848321,0.05,NA,NA,0.049805681,0.000521442,NA,-0.018342355,NA
3468,4c,Birth-death constant extinction fraction (coalescent approx),42341.40172,-84676.80106,3.160620854,0.07,NA,NA,0.049577458,NA,0.000343006,NA,0.015188364
3468,4d,Birth-death varying speciation and extinction (coalescent approx),42341.52026,-84675.03653,4.92514453,0.03,NA,NA,0.050045603,0.002222796,0.000652859,0.000758239,NA
3468,5,Pure birth constant speciation (coalescent approx),42340.98104,-84679.96168,0,0.35,NA,NA,0.04959375,NA,NA,NA,NA
3468,6,Pure birth varying speciation (coalescent approx),42341.21016,-84678.41913,1.542545767,0.16,NA,NA,0.049347948,NA,0.000180488,NA,NA
3469,1,Equilibrium constant rate,40908.04205,-81814.0837,6734.30715,0,0.092917168,NA,NA,NA,NA,NA,NA
3469,2,Equilibrium variable rate,44274.95074,-88545.9003,2.490558788,0.12,0.056598794,0.059513208,NA,NA,NA,NA,NA
3469,3,Birth-death constant rates (coalescent approx),44272.47509,-88540.94899,7.441866869,0.01,NA,NA,0.058328117,3.14E-07,NA,NA,NA
3469,4a,Birth-death varying speciation constant extinction (coalescent approx),44276.28496,-88546.56754,1.823316355,0.17,NA,NA,0.057582774,0.00114673,0.001051177,NA,NA
3469,4b,Birth-death constant speciation varying extinction (coalescent approx),44272.51457,-88539.02676,9.36409594,0,NA,NA,0.058630884,0.000835557,NA,-0.029948154,NA
3469,4c,Birth-death constant extinction fraction (coalescent approx),44276.28463,-88546.56688,1.823972014,0.17,NA,NA,0.057577674,NA,0.001058144,NA,0.01955418
3469,4d,Birth-death varying speciation and extinction (coalescent approx),44276.3304,-88544.65684,3.734015483,0.07,NA,NA,0.057945012,0.002118186,0.000895357,-0.022062232,NA
3469,5,Pure birth constant speciation (coalescent approx),44272.47562,-88542.95084,5.440013094,0.03,NA,NA,0.058328125,NA,NA,NA,NA
3469,6,Pure birth varying speciation (coalescent approx),44276.19602,-88548.39085,0,0.43,NA,NA,0.057220619,NA,0.000826513,NA,NA
3470,1,Equilibrium constant rate,39028.27727,-78054.55415,6663.127627,0,0.075285732,NA,NA,NA,NA,NA,NA
3470,2,Equilibrium variable rate,42359.90953,-84715.81789,1.8638886,0.13,0.047165416,0.046756741,NA,NA,NA,NA,NA
3470,3,Birth-death constant rates (coalescent approx),42359.90963,-84715.81808,1.863698425,0.13,NA,NA,0.047159148,0.000393999,NA,NA,NA
3470,4a,Birth-death varying speciation constant extinction (coalescent approx),42360.37177,-84714.74117,2.940601384,0.08,NA,NA,0.047258206,3.08E-06,-0.00022835,NA,NA
3470,4b,Birth-death constant speciation varying extinction (coalescent approx),42359.84106,-84713.67976,4.002018198,0.04,NA,NA,0.046916057,7.76E-07,NA,-0.023112776,NA
3470,4c,Birth-death constant extinction fraction (coalescent approx),42360.02695,-84714.05154,3.630231642,0.05,NA,NA,0.047452057,NA,-0.000116733,NA,0.012774516
3470,4d,Birth-death varying speciation and extinction (coalescent approx),42360.37539,-84712.74685,4.934925903,0.03,NA,NA,0.047238124,9.14E-07,-0.000222365,-0.017799747,NA
3470,5,Pure birth constant speciation (coalescent approx),42359.84108,-84717.68177,0,0.33,NA,NA,0.046914063,NA,NA,NA,NA
3470,6,Pure birth varying speciation (coalescent approx),42360.37562,-84716.75005,0.931720483,0.21,NA,NA,0.047236415,NA,-0.000220353,NA,NA
3471,1,Equilibrium constant rate,36298.87285,-72595.74529,6519.864852,0,0.066815869,NA,NA,NA,NA,NA,NA
3471,2,Equilibrium variable rate,39548.5229,-79093.04459,22.5655574,0,0.040724749,0.042658187,NA,NA,NA,NA,NA
3471,3,Birth-death constant rates (coalescent approx),39546.4903,-79088.97937,26.63077185,0,NA,NA,0.041871156,3.27E-08,NA,NA,NA
3471,4a,Birth-death varying speciation constant extinction (coalescent approx),39549.82835,-79093.65426,21.95588158,0,NA,NA,0.041322366,0.000432508,0.000589336,NA,NA
3471,4b,Birth-death constant speciation varying extinction (coalescent approx),39560.80629,-79115.61014,0,1,NA,NA,0.043133188,0.043132061,NA,-0.570533047,NA
3471,4c,Birth-death constant extinction fraction (coalescent approx),39549.82694,-79093.65145,21.95869416,0,NA,NA,0.041338039,NA,0.000609073,NA,0.011918952
3471,4d,Birth-death varying speciation and extinction (coalescent approx),39550.2681,-79092.53214,23.07800289,0,NA,NA,0.042003104,0.002225235,0.000556397,-0.015006835,NA
3471,5,Pure birth constant speciation (coalescent approx),39546.49038,-79090.98035,24.62978866,0,NA,NA,0.041867188,NA,NA,NA,NA
3471,6,Pure birth varying speciation (coalescent approx),39549.7961,-79095.59099,20.019155,0,NA,NA,0.041169785,NA,0.000517704,NA,NA
3472,1,Equilibrium constant rate,36179.78292,-72357.56543,6117.289978,0,0.072928574,NA,NA,NA,NA,NA,NA
3472,2,Equilibrium variable rate,39238.41001,-78472.81878,2.036629437,0.1,0.043832019,0.043050289,NA,NA,NA,NA,NA
3472,3,Birth-death constant rates (coalescent approx),39238.4117,-78472.82216,2.033251098,0.1,NA,NA,0.043874327,0.000852401,NA,NA,NA
3472,4a,Birth-death varying speciation constant extinction (coalescent approx),39240.42894,-78474.85541,0,0.29,NA,NA,0.044864524,0.004861827,0.001001123,NA,NA
3472,4b,Birth-death constant speciation varying extinction (coalescent approx),39239.63401,-78473.26555,1.58986452,0.13,NA,NA,0.044830191,0.003924878,NA,-0.019672941,NA
3472,4c,Birth-death constant extinction fraction (coalescent approx),39238.67365,-78471.34482,3.510588369,0.05,NA,NA,0.043550989,NA,0.000169946,NA,0.01603743
3472,4d,Birth-death varying speciation and extinction (coalescent approx),39239.66963,-78471.33514,3.520268884,0.05,NA,NA,0.04473221,0.00427686,4.89E-05,-0.025359798,NA
3472,5,Pure birth constant speciation (coalescent approx),39238.05858,-78474.11674,0.738666438,0.2,NA,NA,0.043367188,NA,NA,NA,NA
3472,6,Pure birth varying speciation (coalescent approx),39238.06395,-78472.12667,2.728745235,0.07,NA,NA,0.043329709,NA,2.30E-05,NA,NA
3473,1,Equilibrium constant rate,36788.23006,-73574.4597,6487.50096,0,0.075967441,NA,NA,NA,NA,NA,NA
3473,2,Equilibrium variable rate,40031.45773,-80058.91423,3.046429514,0.1,0.044669315,0.048413641,NA,NA,NA,NA,NA
3473,3,Birth-death constant rates (coalescent approx),40025.27594,-80046.55064,15.41002421,0,NA,NA,0.046927697,6.17E-07,NA,NA,NA
3473,4a,Birth-death varying speciation constant extinction (coalescent approx),40032.98038,-80059.95829,2.002376477,0.18,NA,NA,0.045564731,2.37E-05,0.000990417,NA,NA
3473,4b,Birth-death constant speciation varying extinction (coalescent approx),40025.32342,-80044.64437,17.31629587,0,NA,NA,0.046863547,1.37E-06,NA,-0.026090335,NA
3473,4c,Birth-death constant extinction fraction (coalescent approx),40032.94357,-80059.88468,2.075983906,0.17,NA,NA,0.04571428,NA,0.00108917,NA,0.010830196
3473,4d,Birth-death varying speciation and extinction (coalescent approx),40032.98089,-80057.95767,4.002991136,0.07,NA,NA,0.045587955,0.000110119,0.00099138,-0.02108582,NA
3473,5,Pure birth constant speciation (coalescent approx),40025.32348,-80048.64656,13.314106,0,NA,NA,0.046859375,NA,NA,NA,NA
3473,6,Pure birth varying speciation (coalescent approx),40032.98095,-80061.96066,0,0.48,NA,NA,0.045558065,NA,0.000981434,NA,NA
3474,1,Equilibrium constant rate,36501.6637,-73001.327,6535.064914,0,0.073831309,NA,NA,NA,NA,NA,NA
3474,2,Equilibrium variable rate,39770.19657,-79536.39191,0,0.85,0.042814171,0.045345593,NA,NA,NA,NA,NA
3474,3,Birth-death constant rates (coalescent approx),39766.76,-79529.51877,6.873148622,0.03,NA,NA,0.044350318,1.23E-07,NA,NA,NA
3474,4a,Birth-death varying speciation constant extinction (coalescent approx),39766.76211,-79527.52176,8.870155274,0.01,NA,NA,0.044333481,1.96E-08,1.09E-05,NA,NA
3474,4b,Birth-death constant speciation varying extinction (coalescent approx),39766.75979,-79527.51712,8.874789684,0.01,NA,NA,0.044351471,2.32E-07,NA,-0.020663523,NA
3474,4c,Birth-death constant extinction fraction (coalescent approx),39764.85685,-79523.71125,12.68066618,0,NA,NA,0.044578388,NA,0.000119592,NA,0.015630206
3474,4d,Birth-death varying speciation and extinction (coalescent approx),39766.76097,-79525.51784,10.87406865,0,NA,NA,0.044335087,3.26E-06,4.78E-06,-0.108192486,NA
3474,5,Pure birth constant speciation (coalescent approx),39766.76022,-79531.52003,4.871880454,0.07,NA,NA,0.044351563,NA,NA,NA,NA
3474,6,Pure birth varying speciation (coalescent approx),39766.76196,-79529.52269,6.869219375,0.03,NA,NA,0.04433494,NA,7.53E-06,NA,NA
3565,1,Equilibrium constant rate,38575.35666,-77148.71292,6441.048936,0,0.080058086,NA,NA,NA,NA,NA,NA
3565,2,Equilibrium variable rate,41795.36405,-83586.7269,3.034958194,0.07,0.049294679,0.049162796,NA,NA,NA,NA,NA
3565,3,Birth-death constant rates (coalescent approx),41795.36526,-83586.72932,3.032538948,0.07,NA,NA,0.049277886,0.000121036,NA,NA,NA
3565,4a,Birth-death varying speciation constant extinction (coalescent approx),41797.88214,-83589.76186,0,0.34,NA,NA,0.050542305,0.005276368,0.001297166,NA,NA
3565,4b,Birth-death constant speciation varying extinction (coalescent approx),41796.31873,-83586.63504,3.126816891,0.07,NA,NA,0.050526504,0.00365596,NA,-0.024337915,NA
3565,4c,Birth-death constant extinction fraction (coalescent approx),41796.12768,-83586.25295,3.508910296,0.06,NA,NA,0.049055086,NA,0.000352326,NA,0.011115071
3565,4d,Birth-death varying speciation and extinction (coalescent approx),41797.37471,-83586.7454,3.016461684,0.08,NA,NA,0.050366009,0.004329562,0.000536959,-0.013351764,NA
3565,5,Pure birth constant speciation (coalescent approx),41795.35824,-83588.71608,1.045777934,0.2,NA,NA,0.049203125,NA,NA,NA,NA
3565,6,Pure birth varying speciation (coalescent approx),41795.71591,-83587.43061,2.331251992,0.11,NA,NA,0.048900212,NA,0.000225863,NA,NA
3566,1,Equilibrium constant rate,38706.52084,-77411.04128,6568.832141,0,0.075665166,NA,NA,NA,NA,NA,NA
3566,2,Equilibrium variable rate,41991.66365,-83979.32611,0.547309452,0.21,0.049022076,0.046627945,NA,NA,NA,NA,NA
3566,3,Birth-death constant rates (coalescent approx),41991.66425,-83979.32732,0.546105923,0.21,NA,NA,0.049032077,0.002399537,NA,NA,NA
3566,4a,Birth-death varying speciation constant extinction (coalescent approx),41991.97505,-83977.94771,1.925713295,0.11,NA,NA,0.048602527,0.000698796,-0.000422836,NA,NA
3566,4b,Birth-death constant speciation varying extinction (coalescent approx),41989.19689,-83972.39139,7.482029992,0.01,NA,NA,0.047893497,0.000873582,NA,-0.021725671,NA
3566,4c,Birth-death constant extinction fraction (coalescent approx),41991.97474,-83977.94709,1.926329518,0.11,NA,NA,0.048573641,NA,-0.000450783,NA,0.012146731
3566,4d,Birth-death varying speciation and extinction (coalescent approx),41991.93656,-83975.86914,4.004277181,0.04,NA,NA,0.048424016,7.30E-05,-0.000575528,-0.017277883,NA
3566,5,Pure birth constant speciation (coalescent approx),41989.12518,-83976.24997,3.623453096,0.05,NA,NA,0.047578125,NA,NA,NA,NA
3566,6,Pure birth varying speciation (coalescent approx),41991.93731,-83979.87342,0,0.28,NA,NA,0.048393142,NA,-0.000572741,NA,NA
3567,1,Equilibrium constant rate,39515.38074,-79028.76107,6455.458315,0,0.09514584,NA,NA,NA,NA,NA,NA
3567,2,Equilibrium variable rate,42742.7325,-85481.46378,2.755609079,0.12,0.056410301,0.059110553,NA,NA,NA,NA,NA
3567,3,Birth-death constant rates (coalescent approx),42740.62028,-85477.23934,6.980049308,0.01,NA,NA,0.05799967,1.43E-09,NA,NA,NA
3567,4a,Birth-death varying speciation constant extinction (coalescent approx),42743.32928,-85480.65611,3.563273345,0.08,NA,NA,0.058799328,0.005628653,0.001855965,NA,NA
3567,4b,Birth-death constant speciation varying extinction (coalescent approx),42740.62691,-85475.25138,8.968006795,0.01,NA,NA,0.058161457,0.00045008,NA,-0.029722188,NA
3567,4c,Birth-death constant extinction fraction (coalescent approx),42744.2838,-85482.56517,1.654219927,0.2,NA,NA,0.057240228,NA,0.001053345,NA,0.018988362
3567,4d,Birth-death varying speciation and extinction (coalescent approx),42744.26106,-85480.51805,3.701335423,0.07,NA,NA,0.057490913,0.001690449,0.000859422,-0.023639339,NA
3567,5,Pure birth constant speciation (coalescent approx),42740.62029,-85479.24017,4.979214978,0.04,NA,NA,0.058,NA,NA,NA,NA
3567,6,Pure birth varying speciation (coalescent approx),42744.1103,-85484.21939,0,0.47,NA,NA,0.056907939,NA,0.000816017,NA,NA
3568,1,Equilibrium constant rate,37150.0522,-74298.10399,6560.441376,0,0.073450576,NA,NA,NA,NA,NA,NA
3568,2,Equilibrium variable rate,40428.17791,-80852.3546,6.190758633,0.02,0.043192122,0.046652499,NA,NA,NA,NA,NA
3568,3,Birth-death constant rates (coalescent approx),40422.71529,-80841.42937,17.11599016,0,NA,NA,0.045232084,3.16E-08,NA,NA,NA
3568,4a,Birth-death varying speciation constant extinction (coalescent approx),40431.64955,-80857.29667,1.248694009,0.24,NA,NA,0.044478988,0.001916745,0.001406181,NA,NA
3568,4b,Birth-death constant speciation varying extinction (coalescent approx),40422.71526,-80839.42809,19.11727184,0,NA,NA,0.045226219,4.60E-08,NA,-0.022063385,NA
3568,4c,Birth-death constant extinction fraction (coalescent approx),40431.45624,-80856.91004,1.635321346,0.2,NA,NA,0.044049749,NA,0.001151338,NA,0.012591619
3568,4d,Birth-death varying speciation and extinction (coalescent approx),40431.53454,-80855.06503,3.480329096,0.08,NA,NA,0.044471806,0.001812243,0.001061928,-0.02159353,NA
3568,5,Pure birth constant speciation (coalescent approx),40422.7153,-80843.43019,15.11517406,0,NA,NA,0.045226563,NA,NA,NA,NA
3568,6,Pure birth varying speciation (coalescent approx),40431.27329,-80858.54536,0,0.45,NA,NA,0.043867266,NA,0.00103406,NA,NA
3569,1,Equilibrium constant rate,36692.12384,-73382.24726,6218.042019,0,0.072857422,NA,NA,NA,NA,NA,NA
3569,2,Equilibrium variable rate,39794.33712,-79584.673,15.61627487,0,0.044308506,0.043947678,NA,NA,NA,NA,NA
3569,3,Birth-death constant rates (coalescent approx),39794.33773,-79584.67423,15.61504612,0,NA,NA,0.04429865,0.000329935,NA,NA,NA
3569,4a,Birth-death varying speciation constant extinction (coalescent approx),39803.10408,-79600.2057,0.0835818,0.47,NA,NA,0.046305596,0.008453683,0.001996321,NA,NA
3569,4b,Birth-death constant speciation varying extinction (coalescent approx),39800.2307,-79594.45895,5.830333838,0.03,NA,NA,0.047143355,0.010550856,NA,-0.035806115,NA
3569,4c,Birth-death constant extinction fraction (coalescent approx),39803.14587,-79600.28928,0,0.49,NA,NA,0.046330538,NA,0.002426595,NA,0.192085505
3569,4d,Birth-death varying speciation and extinction (coalescent approx),39799.89178,-79591.77948,8.509801579,0.01,NA,NA,0.046692721,0.011005612,5.48E-05,-0.047881073,NA
3569,5,Pure birth constant speciation (coalescent approx),39794.28852,-79586.57663,13.71264541,0,NA,NA,0.044101563,NA,NA,NA,NA
3569,6,Pure birth varying speciation (coalescent approx),39795.48721,-79586.9732,13.31608109,0,NA,NA,0.043575514,NA,0.000389513,NA,NA
3570,1,Equilibrium constant rate,39777.05659,-79552.11278,6296.50182,0,0.093340762,NA,NA,NA,NA,NA,NA
3570,2,Equilibrium variable rate,42926.30554,-85848.60987,0.004732337,0.19,0.059021546,0.05655458,NA,NA,NA,NA,NA
3570,3,Birth-death constant rates (coalescent approx),42926.30791,-85848.6146,0,0.19,NA,NA,0.058991862,0.002453481,NA,NA,NA
3570,4a,Birth-death varying speciation constant extinction (coalescent approx),42926.95938,-85847.91633,0.698272953,0.14,NA,NA,0.059685326,0.005191512,0.000673823,NA,NA
3570,4b,Birth-death constant speciation varying extinction (coalescent approx),42926.86482,-85847.72721,0.887393032,0.12,NA,NA,0.059972928,0.006860917,NA,-0.028665504,NA
3570,4c,Birth-death constant extinction fraction (coalescent approx),42926.96034,-85847.91825,0.696348721,0.14,NA,NA,0.05973035,NA,0.000761987,NA,0.090355883
3570,4d,Birth-death varying speciation and extinction (coalescent approx),42927.21358,-85846.42311,2.191488449,0.06,NA,NA,0.060388096,0.006847488,-0.00022776,-0.026456034,NA
3570,5,Pure birth constant speciation (coalescent approx),42924.57295,-85847.14549,1.469112997,0.09,NA,NA,0.057515625,NA,NA,NA,NA
3570,6,Pure birth varying speciation (coalescent approx),42925.23973,-85846.47825,2.136345491,0.07,NA,NA,0.058001446,NA,-0.000345263,NA,NA
3571,1,Equilibrium constant rate,36332.46966,-72662.93891,6370.688058,0,0.070715059,NA,NA,NA,NA,NA,NA
3571,2,Equilibrium variable rate,39518.10175,-79032.20226,1.42470166,0.13,0.042748586,0.043714903,NA,NA,NA,NA,NA
3571,3,Birth-death constant rates (coalescent approx),39517.6053,-79031.20936,2.4176044,0.08,NA,NA,0.04332216,2.55E-07,NA,NA,NA
3571,4a,Birth-death varying speciation constant extinction (coalescent approx),39519.15427,-79032.30608,1.320887049,0.13,NA,NA,0.043394736,0.001740825,0.000696628,NA,NA
3571,4b,Birth-death constant speciation varying extinction (coalescent approx),39517.69148,-79029.3805,4.246469487,0.03,NA,NA,0.043665418,0.000937832,NA,-0.019851151,NA
3571,4c,Birth-death constant extinction fraction (coalescent approx),39519.00495,-79032.00744,1.619526014,0.12,NA,NA,0.043027266,NA,0.00047773,NA,0.013734836
3571,4d,Birth-death varying speciation and extinction (coalescent approx),39519.10492,-79030.20574,3.421229293,0.05,NA,NA,0.043458589,0.001826203,0.00038403,-0.020483205,NA
3571,5,Pure birth constant speciation (coalescent approx),39517.60488,-79033.20936,0.417610535,0.21,NA,NA,0.0433125,NA,NA,NA,NA
3571,6,Pure birth varying speciation (coalescent approx),39518.8141,-79033.62697,0,0.26,NA,NA,0.042837611,NA,0.000354667,NA,NA
3572,1,Equilibrium constant rate,36645.53167,-73289.06293,6313.334164,0,0.075022051,NA,NA,NA,NA,NA,NA
3572,2,Equilibrium variable rate,39802.19824,-79600.39525,2.001846462,0.13,0.046150667,0.046153022,NA,NA,NA,NA,NA
3572,3,Birth-death constant rates (coalescent approx),39802.19882,-79600.39641,2.00068199,0.13,NA,NA,0.046163481,3.51E-06,NA,NA,NA
3572,4a,Birth-death varying speciation constant extinction (coalescent approx),39802.77001,-79599.53754,2.859554216,0.08,NA,NA,0.046672048,0.002099642,0.000533144,NA,NA
3572,4b,Birth-death constant speciation varying extinction (coalescent approx),39802.36061,-79598.71875,3.678346844,0.06,NA,NA,0.04665962,0.001352916,NA,-0.020828928,NA
3572,4c,Birth-death constant extinction fraction (coalescent approx),39802.55513,-79599.10778,3.289314898,0.07,NA,NA,0.046197654,NA,0.000262158,NA,0.014257206
3572,4d,Birth-death varying speciation and extinction (coalescent approx),39802.6023,-79597.20047,5.196621678,0.03,NA,NA,0.046613419,0.001789835,0.000180688,-0.017793259,NA
3572,5,Pure birth constant speciation (coalescent approx),39802.19875,-79602.39709,0,0.35,NA,NA,0.04615625,NA,NA,NA,NA
3572,6,Pure birth varying speciation (coalescent approx),39802.32328,-79600.64533,1.751767327,0.15,NA,NA,0.045968779,NA,0.000132775,NA,NA
3573,1,Equilibrium constant rate,39729.79597,-79457.59154,6379.954832,0,0.08592084,NA,NA,NA,NA,NA,NA
3573,2,Equilibrium variable rate,42915.86515,-85827.7291,9.817272405,0,0.055406618,0.052636837,NA,NA,NA,NA,NA
3573,3,Birth-death constant rates (coalescent approx),42915.86524,-85827.72927,9.817099962,0,NA,NA,0.055372667,0.002686745,NA,NA,NA
3573,4a,Birth-death varying speciation constant extinction (coalescent approx),42920.18668,-85834.37097,3.175406869,0.11,NA,NA,0.056999081,0.008852599,0.001434479,NA,NA
3573,4b,Birth-death constant speciation varying extinction (coalescent approx),42921.77439,-85837.54637,0,0.55,NA,NA,0.058014406,0.012087003,NA,-0.028591048,NA
3573,4c,Birth-death constant extinction fraction (coalescent approx),42920.1662,-85834.33,3.216377371,0.11,NA,NA,0.056945135,NA,0.001666685,NA,0.157574049
3573,4d,Birth-death varying speciation and extinction (coalescent approx),42921.87615,-85835.74831,1.798068804,0.22,NA,NA,0.058296083,0.012563868,-0.000115446,-0.029336047,NA
3573,5,Pure birth constant speciation (coalescent approx),42913.39955,-85824.79871,12.74766549,0,NA,NA,0.05375,NA,NA,NA,NA
